Latitude,Longitude
40.738071,-73.999268
40.738102,-73.999344
40.816978,-73.928436
40.863716,-73.917282
40.67992,-73.847229
40.761181,-73.991714
40.848713,-73.829414
40.655128,-73.977989
40.691463,-73.936096
40.853355,-73.930344
40.777458,-73.983505
40.687477,-73.974304
40.715256,-73.961891
40.624805,-73.914131
40.796333,-73.931656
40.63884,-73.948608
40.706509,-73.798714
40.704525,-73.89431
40.770714,-73.952415
40.72823,-73.980721
40.722626,-74.002068
40.636349,-73.981834
40.718922,-74.007996
40.85358,-73.90213
40.85358,-73.90213
40.700535,-73.958664
40.829369,-73.940018
40.679974,-73.989288
40.694511,-73.906891
40.685539,-73.944557
40.614426,-74.06662
40.614372,-74.066582
40.658234,-73.990105
40.829369,-73.940018
40.773026,-73.956947
40.670979,-73.91568
40.675732,-73.952972
40.754353,-73.881821
40.695648,-73.983498
40.63591,-74.024979
40.745304,-73.992073
40.777691,-73.958588
40.709835,-74.013977
40.846428,-73.903549
40.809196,-73.951324
40.573669,-73.998108
40.574371,-73.997932
40.577007,-73.999321
40.576221,-73.999405
40.685246,-73.917145
40.685165,-73.916809
40.670139,-73.904846
40.669682,-73.90535
40.668858,-73.904274
40.667637,-73.903801
40.666931,-73.903999
40.666115,-73.903412
40.663918,-73.902847
40.663715,-73.904175
40.664612,-73.90313
40.572151,-73.990761
40.573101,-73.990898
40.572628,-73.991287
40.661877,-73.938507
40.664963,-73.902206
40.665493,-73.902603
40.698196,-73.940552
40.698322,-73.939667
40.69762,-73.939056
40.697048,-73.938408
40.696831,-73.9403
40.696503,-73.943169
40.698093,-73.941559
40.697975,-73.942543
40.644691,-74.016045
40.671547,-73.979362
40.671165,-73.921181
40.695648,-73.983498
40.847198,-73.936218
40.592754,-73.971802
40.613571,-73.978912
40.797009,-73.936203
40.709717,-73.95546
40.814899,-73.906235
40.817429,-73.911079
40.844318,-73.934578
40.766884,-73.957169
40.728668,-73.988487
40.642494,-73.958801
40.883713,-73.897896
40.721676,-73.938248
40.698494,-73.977715
40.703255,-73.886009
40.784336,-73.970459
40.82058,-73.806664
40.634045,-74.021744
40.764454,-73.977531
40.661758,-73.943985
40.830299,-73.945358
40.733616,-74.000626
40.675034,-73.983192
40.714706,-73.997993
40.733334,-73.953316
40.654228,-73.831497
40.879665,-73.876175
40.812885,-73.928368
40.812668,-73.928314
40.70282,-73.993484
40.67952,-73.936424
40.632019,-73.945915
40.59016,-73.949287
40.70137,-73.830673
40.807854,-73.943161
40.81916,-73.953522
40.649738,-73.947319
40.70644,-73.802063
40.712093,-73.768906
40.720848,-73.985405
40.715244,-74.008156
40.667358,-73.883652
40.800194,-73.970688
40.761909,-73.97599
40.842907,-73.938034
40.826469,-73.905235
40.643265,-73.994621
40.6884,-73.999107
40.687679,-73.999283
40.68755,-73.999352
40.687622,-73.999039
40.688248,-73.999176
40.751225,-73.984711
40.737411,-73.998581
40.796288,-73.948425
40.827995,-73.877815
40.853069,-73.902496
40.604656,-73.991432
40.813484,-73.904785
40.620296,-73.99894
40.705921,-74.004288
40.845428,-73.882797
40.740883,-73.872444
40.679607,-73.992325
40.754284,-73.981293
40.752739,-73.993637
40.860031,-73.840668
40.674397,-73.907303
40.621616,-74.163795
40.71796,-74.001518
40.69532,-73.956001
40.765335,-73.990967
40.713009,-73.735687
40.674824,-73.947586
40.834423,-73.818542
40.621296,-73.962807
40.776325,-73.950645
40.856453,-73.863548
40.657425,-73.974655
40.674995,-74.002396
40.67527,-74.003258
40.67429,-74.002739
40.6745,-74.003632
40.674797,-74.004402
40.674152,-74.00457
40.677193,-74.007004
40.67511,-74.008133
40.70435,-73.96479
40.68293,-73.983467
40.767033,-73.83136
40.63657,-73.740883
40.631809,-74.001472
40.78598,-73.980354
40.664272,-73.888023
40.81181,-73.942978
40.714642,-73.99028
40.825901,-73.952637
40.825054,-73.878624
40.84285,-73.918587
40.749004,-73.912781
40.723152,-73.994713
40.70644,-73.802063
40.810169,-73.937759
40.819988,-73.953224
40.751713,-73.946632
40.720943,-73.985352
40.629051,-74.023949
40.815189,-73.947105
40.761009,-73.915962
40.703201,-73.88652
40.740505,-74.008446
40.738766,-73.99852
40.728668,-73.988487
40.864944,-73.859863
40.579758,-74.00679
40.789742,-73.979187
40.779598,-73.983292
40.673985,-73.914864
40.804729,-73.945877
40.687748,-73.951431
40.686996,-73.959412
40.836945,-73.946533
40.817604,-73.921341
40.700649,-73.927261
40.673912,-73.914719
40.70644,-73.802063
40.656265,-73.88739
40.657047,-73.88781
40.688206,-73.930588
40.695637,-73.975693
40.694992,-73.973846
40.694969,-73.975609
40.645573,-74.022423
40.694012,-73.977509
40.596443,-73.938911
40.596943,-73.940865
40.597916,-73.941048
40.594513,-73.938232
40.595398,-73.9384
40.595879,-73.938805
40.595715,-73.940323
40.594376,-73.939293
40.594276,-73.940361
40.595161,-73.940529
40.594772,-73.939964
40.594898,-73.938789
40.679329,-73.914413
40.834538,-73.886574
40.853336,-73.884201
40.656284,-73.95977
40.644707,-73.964325
40.816212,-73.903412
40.644836,-74.00425
40.760925,-73.989136
40.703281,-73.942863
40.572353,-73.999367
40.579002,-73.837486
40.68734,-73.956696
40.70108,-73.914398
40.69136,-73.918091
40.816067,-73.942017
40.906403,-73.852921
40.690796,-73.906448
40.605579,-73.952988
40.682461,-73.908775
40.584892,-73.984177
40.725655,-74.000107
40.66938,-73.988937
40.583191,-73.960777
40.762207,-73.821281
40.747776,-73.978317
40.766277,-73.982536
40.687748,-73.951431
40.660446,-73.990089
40.701309,-73.814674
40.872112,-73.875267
40.576099,-73.991676
40.700722,-73.928894
40.882656,-73.857903
40.790699,-73.937592
40.706074,-73.802261
40.762527,-73.801559
40.694511,-73.906891
40.654953,-73.882912
40.830299,-73.945358
40.788467,-73.943611
40.84573,-73.830627
40.699574,-73.909042
40.806984,-73.966843
40.660034,-73.999992
40.687748,-73.951431
40.787563,-73.970139
40.853378,-73.864159
40.679329,-73.914413
40.77417,-73.919754
40.865639,-73.92189
40.853336,-73.884201
40.695717,-73.954063
40.655045,-73.976196
40.724541,-73.994949
40.821941,-73.901054
40.685089,-73.98896
40.611774,-73.979126
40.706036,-73.942749
40.762527,-73.801559
40.686996,-73.959412
40.64027,-73.947624
40.828934,-73.88092
40.675716,-73.910469
40.685089,-73.98896
40.675705,-73.910416
40.675686,-73.910355
40.675682,-73.910294
40.616982,-74.03466
40.736427,-73.995735
40.838276,-73.945778
40.780727,-73.952171
40.880016,-73.872314
40.681591,-73.953789
40.822433,-73.945183
40.640766,-74.01709
40.616982,-74.03466
40.650188,-73.932869
40.77787,-73.980598
40.736279,-73.995323
40.84127,-73.910156
40.663033,-73.994278
40.687431,-73.954445
40.811161,-73.942184
40.656132,-73.917755
40.773144,-73.948036
40.720451,-73.996788
40.796288,-73.948425
40.789742,-73.979187
40.700092,-73.918961
40.681835,-73.947906
40.711212,-73.946121
40.71418,-73.986519
40.723152,-73.994713
40.686466,-73.993614
40.676025,-73.922203
40.746582,-73.915451
40.644009,-73.903671
40.720203,-74.009857
40.810814,-73.919548
40.613129,-73.944633
40.778767,-73.978394
40.659409,-73.933762
40.700638,-73.893806
40.70274,-73.922256
40.69487,-73.858131
40.809437,-73.943771
40.855049,-73.868034
40.664192,-73.987808
40.602936,-74.000366
40.774254,-73.964668
40.841122,-73.924812
40.625031,-74.007202
40.789261,-73.969627
40.789261,-73.969627
40.677025,-73.911087
40.750832,-73.96962
40.875809,-73.878685
40.691738,-73.949654
40.691708,-73.940041
40.799953,-73.954117
40.832115,-73.915108
40.681259,-73.9935
40.600681,-73.748917
40.834702,-73.943871
40.783218,-73.971916
40.682926,-73.951637
40.594173,-73.776184
40.67765,-73.990738
40.658058,-73.957283
40.6866,-73.99353
40.82748,-73.879189
40.75016,-73.874207
40.769016,-73.953346
40.780567,-73.982651
40.767097,-73.927132
40.717606,-74.002914
40.650501,-73.960709
40.854931,-73.896072
40.828766,-73.947517
40.728809,-73.986748
40.681835,-73.947906
40.685219,-73.929276
40.722702,-73.98262
40.728756,-73.986679
40.678169,-73.925873
40.72823,-73.980721
40.781067,-73.982819
40.734104,-73.952713
40.66193,-73.983124
40.727493,-73.942627
40.661903,-73.983063
40.661877,-73.983009
40.661846,-73.982948
40.631107,-73.945137
40.689285,-73.912598
40.738934,-73.990471
40.592926,-73.939789
40.675262,-73.885658
40.783962,-73.774773
40.784527,-73.951332
40.79797,-73.948975
40.838203,-73.864319
40.657097,-73.999535
40.70644,-73.802063
40.765358,-73.965591
40.763813,-73.966705
40.721935,-73.839417
40.766941,-73.919937
40.543247,-74.142792
40.764675,-73.958954
40.714108,-73.986992
40.807693,-73.922035
40.767899,-73.926521
40.853992,-73.928062
40.853992,-73.928062
40.618237,-74.038742
40.648178,-73.962555
40.661041,-73.912651
40.664272,-73.888023
40.747643,-73.881149
40.810051,-73.946304
40.677692,-74.003578
40.721935,-73.839417
40.879044,-73.901131
40.84417,-73.902252
40.67757,-74.010887
40.660221,-73.990311
40.685268,-73.929283
40.721935,-73.839417
40.849136,-73.918007
40.842461,-73.917297
40.672043,-73.929375
40.744991,-73.920685
40.673931,-73.995239
40.685089,-73.98896
40.766041,-73.983658
40.821411,-73.905884
40.854111,-73.865311
40.680809,-73.880295
40.555531,-73.93013
40.71048,-73.90522
40.750523,-73.879242
40.76696,-73.980385
40.832432,-73.868874
40.686996,-73.959412
40.776176,-73.977448
40.734615,-73.992821
40.613316,-73.947922
40.614212,-73.970261
40.673603,-73.917206
40.724541,-73.995399
40.726627,-73.98539
40.815704,-73.917397
40.852531,-73.917419
40.646179,-73.95993
40.684235,-73.920425
40.728394,-73.783005
40.691933,-73.910713
40.727623,-73.957443
40.710945,-73.949013
40.806423,-73.946007
40.710907,-74.005585
40.871338,-73.904221
40.683182,-73.993042
40.747356,-73.906319
40.837582,-73.938057
40.715603,-73.984428
40.818115,-73.923676
40.614311,-74.033737
40.605995,-73.976669
40.586388,-73.970871
40.647747,-73.901588
40.705025,-73.82412
40.747383,-73.912384
40.706543,-73.772568
40.849106,-73.935852
40.814114,-73.930496
40.637695,-73.953529
40.592926,-73.939789
40.705795,-73.83136
40.544464,-74.147484
40.802826,-73.935272
40.834805,-73.924545
,
40.646198,-73.971611
40.738071,-73.999268
40.720871,-73.987297
40.8815,-73.907059
40.848171,-73.904053
40.677139,-73.909149
40.674137,-73.972214
40.650867,-73.942131
40.661186,-73.885818
40.654751,-73.924583
40.640766,-74.01709
40.677139,-73.909149
40.759323,-73.824249
40.714169,-74.007416
40.84573,-73.830627
40.610695,-74.000984
40.752556,-73.866379
40.744453,-73.902817
40.784363,-73.975632
40.850716,-73.852051
40.663883,-73.945183
40.707565,-73.950249
40.663204,-73.921921
40.759323,-73.824249
40.756699,-73.779366
40.759747,-73.989197
40.82806,-73.947762
40.806648,-73.956001
40.802315,-73.968468
40.696533,-73.994606
40.5891,-73.928062
40.823807,-73.888336
40.850136,-73.938202
40.685093,-73.945885
40.608242,-73.993134
40.815933,-73.940643
40.761616,-73.988823
40.872265,-73.917961
40.880016,-73.872314
40.694599,-73.900093
40.716206,-74.00927
40.737034,-74.005127
40.836632,-73.853554
40.831043,-73.856255
40.688351,-73.943703
40.679977,-73.976509
40.879665,-73.876175
40.863941,-73.901085
40.698711,-73.993965
40.780415,-73.95237
40.694256,-73.972809
40.658188,-73.929398
40.745354,-73.924629
40.755859,-73.82975
40.597637,-74.167793
40.616413,-73.981445
40.682453,-73.922791
40.761204,-73.918564
40.737946,-73.940102
40.848312,-73.869301
40.751202,-73.97998
40.855251,-73.929008
40.831146,-73.946541
40.842007,-73.937607
40.877529,-73.910721
40.707333,-74.012657
40.781384,-73.977699
40.721207,-73.99984
40.850716,-73.852051
40.826298,-73.925125
40.807693,-73.922035
40.619446,-74.019447
40.619488,-74.019402
40.68845,-73.908585
40.612759,-73.975761
40.788029,-73.813744
40.779568,-73.948288
40.755539,-73.980385
40.717888,-73.988785
40.87302,-73.904785
40.612328,-73.91642
40.714706,-73.834457
40.728989,-73.981659
40.866951,-73.926384
40.853397,-73.910172
40.838177,-73.922523
40.702927,-73.993698
40.74778,-73.886055
40.871845,-73.860573
40.738625,-73.981941
40.855953,-73.839165
40.629925,-73.926567
40.718307,-73.954704
40.592926,-73.939789
40.685104,-73.955437
40.583576,-73.937653
40.745316,-73.877769
40.740738,-74.008354
40.740841,-74.008141
40.757385,-73.968102
40.852905,-73.929604
40.714283,-74.006973
40.688236,-73.908424
40.642803,-73.988792
40.731743,-73.849861
40.601822,-73.964546
40.613956,-73.953819
40.710876,-73.8591
40.797031,-73.935036
40.686337,-73.97406
40.685387,-73.911797
40.575958,-73.841461
40.685524,-73.911644
40.719059,-73.808533
40.640469,-74.088211
40.823486,-73.939972
40.850716,-73.852051
40.828278,-73.901581
40.736847,-73.992043
40.862717,-73.923019
40.81517,-73.95961
40.636253,-74.010292
40.636051,-74.009956
40.681519,-73.918175
40.592926,-73.939789
40.752731,-73.98436
40.855312,-73.88987
40.834538,-73.886574
40.832012,-73.8638
40.638386,-73.943726
40.701561,-73.807678
40.749863,-73.980621
40.780727,-73.952171
40.741333,-73.992317
40.875488,-73.883713
40.812256,-73.906204
40.830181,-73.897568
40.756802,-73.974045
40.855,-73.938698
40.705791,-73.964348
40.632195,-74.00518
40.747799,-73.879845
40.780727,-73.952171
40.728756,-73.986679
40.867558,-73.869453
40.850574,-73.91655
40.857815,-73.906158
40.679523,-73.937973
40.68541,-73.907654
40.714207,-73.948296
40.715958,-73.986526
40.828793,-73.945724
40.875851,-73.902344
40.883636,-73.836617
40.716408,-73.836311
40.830978,-73.929634
40.697552,-73.971977
40.784264,-73.953659
40.636086,-74.01001
40.742107,-73.985573
40.598846,-73.991875
40.793076,-73.969635
40.796211,-73.962196
40.796574,-73.961983
40.68998,-73.912506
40.793102,-73.969688
40.876503,-73.902977
40.859959,-73.868279
40.677139,-73.909149
40.608517,-73.991432
40.578453,-73.954826
40.847248,-73.938934
